Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
countries_s3_reason_2np;backward_1;complex;None;100;0.5;1;no_reasoner;[19.989014053344725, 0.09208807778201535];[2.5769, 0.0001];[0.0121, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6052, 0.0087];[0.3458, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.8256, 0.0338];[0.5662, 0.0676];[3.085, 0.0];[0.7945, 0.0333];[0.688, 0.0412];[0.876, 0.0344];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s3_reason_2np;backward_1;complex;None;100;0.5;1;sbr;[36.393670845031735, 0.562618887055491];[0.0143, 0.0008];[0.013, 0.0005];[0.0156, 0.0012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.51, 0.067];[0.554, 0.0803];[0.4661, 0.0574];[0.7907, 0.0441];[0.68, 0.0681];[0.876, 0.0557];[0.8859, 0.0234];[0.816, 0.0367];[0.948, 0.0204]
countries_s3_reason_2np;backward_1;complex;None;100;0.5;1;rnm;[37.602181625366214, 0.28348677868938316];[0.0127, 0.0004];[0.0121, 0.0003];[0.0132, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5454, 0.07];[0.5692, 0.0791];[0.5215, 0.0621];[0.7975, 0.0432];[0.696, 0.0662];[0.88, 0.04];[0.8021, 0.0436];[0.696, 0.0662];[0.9, 0.04]
countries_s3_reason_2np;backward_1;complex;None;100;0.5;1;dcr;[47.92739701271057, 1.1412803034292043];[0.0184, 0.0018];[0.0122, 0.0003];[0.0132, 0.0023];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5208, 0.0749];[0.5494, 0.0818];[0.4795, 0.0681];[0.7965, 0.0379];[0.688, 0.0588];[0.872, 0.0449];[0.9013, 0.0147];[0.852, 0.0271];[0.924, 0.0265]
countries_s3_reason_2np;backward_1;complex;None;100;0.5;1;r2n;[39.72663960456848, 0.7384186574630679];[0.0158, 0.0018];[0.0121, 0.0003];[0.0196, 0.0038];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9994, 0.0006];[0.9987, 0.0012];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4938, 0.0664];[0.5398, 0.0766];[0.4479, 0.0619];[0.7849, 0.0388];[0.664, 0.0612];[0.884, 0.0496];[0.8877, 0.0457];[0.82, 0.0716];[0.936, 0.0344]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;no_reasoner;[36.67581653594971, 1.1294482727827966];[2.5777, 0.0002];[0.0137, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6058, 0.0087];[0.3455, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3659, 0.0037];[0.2176, 0.0073];[0.5142, 0.0];[0.6645, 0.0112];[0.5855, 0.0133];[0.6847, 0.0162];[0.5855, 0.0072];[0.5153, 0.0086];[0.5653, 0.0103]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;sbr;[104.67781176567078, 3.473196772541841];[0.0772, 0.0049];[0.0403, 0.0033];[0.1142, 0.0068];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9992, 0.0007];[0.9984, 0.0014];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1448, 0.0074];[0.1452, 0.0086];[0.1443, 0.0063];[0.6928, 0.0144];[0.6113, 0.0152];[0.7097, 0.0179];[0.7117, 0.0118];[0.6129, 0.0144];[0.7581, 0.0186]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;rnm;[118.77402830123901, 3.104424526511408];[0.0306, 0.001];[0.0153, 0.0004];[0.0458, 0.0017];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.185, 0.0077];[0.1949, 0.0085];[0.1751, 0.007];[0.6774, 0.0097];[0.5935, 0.0082];[0.6984, 0.0166];[0.7031, 0.005];[0.6024, 0.0083];[0.7492, 0.01]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;dcr;[588.5181829452515, 230.44923553378305];[1.0973, 0.0233];[0.4158, 0.02];[0.747, 0.0223];[0.9672, 0.0032];[0.9367, 0.007];[1.0, 0.0];[0.9261, 0.008];[0.8559, 0.0168];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.9705, 0.0262];[0.3596, 0.003];[0.4626, 0.0088];[0.7075, 0.0199];[0.5952, 0.0302];[0.7629, 0.0246];[0.6937, 0.0073];[0.5774, 0.0069];[0.7427, 0.0197]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;r2n;[191.62832102775573, 11.963391053393138];[0.0153, 0.0004];[0.016, 0.0007];[0.0147, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2187, 0.0075];[0.2025, 0.0071];[0.2348, 0.0087];[0.6702, 0.0096];[0.5855, 0.0112];[0.6984, 0.0121];[0.6587, 0.0101];[0.571, 0.0094];[0.6855, 0.0128]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;no_reasoner;[32.09675049781799, 0.5684711698963326];[2.5777, 0.0002];[0.0137, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6058, 0.0087];[0.3455, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3659, 0.0037];[0.2176, 0.0073];[0.5142, 0.0];[0.6645, 0.0112];[0.5855, 0.0133];[0.6847, 0.0162];[0.5855, 0.0072];[0.5153, 0.0086];[0.5653, 0.0103]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;sbr;[102.69770331382752, 9.930755918636311];[0.0846, 0.0042];[0.0447, 0.0026];[0.1244, 0.0061];[0.9998, 0.0003];[0.9996, 0.0005];[1.0, 0.0];[0.9995, 0.0003];[0.999, 0.0007];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1393, 0.0103];[0.1381, 0.0104];[0.1404, 0.0105];[0.7097, 0.0099];[0.6145, 0.0097];[0.7556, 0.0154];[0.7247, 0.0138];[0.6194, 0.0192];[0.7895, 0.0206]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;rnm;[115.07931246757508, 9.452816355524014];[0.0326, 0.0013];[0.0173, 0.0008];[0.0479, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1676, 0.0034];[0.1759, 0.004];[0.1592, 0.0032];[0.6888, 0.0097];[0.5968, 0.0102];[0.7185, 0.0106];[0.7146, 0.0122];[0.6081, 0.0166];[0.7685, 0.0143]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;dcr;[488.49937629699707, 19.6019344575731];[1.5738, 0.0256];[0.2676, 0.0252];[1.7599, 0.0496];[0.9894, 0.0013];[0.9801, 0.0026];[1.0, 0.0];[0.8906, 0.0114];[0.799, 0.0211];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.2459, 0.0106];[0.3364, 0.0054];[1.0185, 0.0195];[0.7123, 0.016];[0.6, 0.0221];[0.7605, 0.0232];[0.6694, 0.0192];[0.5661, 0.0146];[0.6952, 0.0317]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;r2n;[216.13438444137574, 5.8876191789941075];[0.0152, 0.0006];[0.0159, 0.0009];[0.0145, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2394, 0.0114];[0.2084, 0.0073];[0.2704, 0.0166];[0.6679, 0.0088];[0.5847, 0.0102];[0.6895, 0.0151];[0.6437, 0.0097];[0.5629, 0.0091];[0.6532, 0.0194]
pharmkg_supersmall;backward_1;complex;amie;100;0.5;1;no_reasoner;[31.65706558227539, 1.7934664676977803];[2.578, 0.0002];[0.0143, 0.0004];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6062, 0.0084];[0.3457, 0.0139];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3625, 0.0015];[0.2108, 0.003];[0.5142, 0.0];[0.6683, 0.0061];[0.5911, 0.0097];[0.6823, 0.0143];[0.5884, 0.0075];[0.5161, 0.0072];[0.5702, 0.0104]
pharmkg_supersmall;backward_1;complex;amie;100;0.5;1;sbr;[90.99071354866028, 2.810952707517944];[0.072, 0.0032];[0.0399, 0.002];[0.1041, 0.0048];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9987, 0.0008];[0.9974, 0.0015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1376, 0.0082];[0.1445, 0.0076];[0.1307, 0.0089];[0.7083, 0.0129];[0.6185, 0.0185];[0.7435, 0.0208];[0.7548, 0.0139];[0.6677, 0.0199];[0.8008, 0.0174]
pharmkg_supersmall;backward_1;complex;amie;100;0.5;1;rnm;[109.80241889953614, 2.852798637046443];[0.0292, 0.0012];[0.016, 0.0007];[0.0424, 0.0021];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1747, 0.0049];[0.1856, 0.004];[0.1638, 0.0058];[0.6896, 0.0104];[0.6056, 0.0138];[0.7202, 0.017];[0.7297, 0.0142];[0.6339, 0.0203];[0.7839, 0.0164]
pharmkg_supersmall;backward_1;complex;amie;100;0.5;1;dcr;[454.7012979030609, 10.645087532948905];[0.8079, 0.0163];[0.2337, 0.0148];[0.5139, 0.0207];[0.9861, 0.0047];[0.9732, 0.0084];[1.0, 0.0];[0.9576, 0.0062];[0.9175, 0.0109];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.807, 0.0366];[0.2725, 0.0108];[0.3222, 0.0154];[0.7375, 0.0069];[0.6371, 0.0122];[0.7871, 0.0065];[0.7625, 0.0046];[0.6637, 0.0094];[0.8226, 0.0105]
pharmkg_supersmall;backward_1;complex;amie;100;0.5;1;r2n;[167.51743779182434, 3.0177639868240593];[0.0151, 0.0005];[0.0155, 0.0006];[0.0148, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.197, 0.0101];[0.1955, 0.0101];[0.1984, 0.0103];[0.682, 0.0085];[0.604, 0.0097];[0.7, 0.018];[0.677, 0.004];[0.5992, 0.006];[0.6952, 0.0121]
pharmkg_supersmall;backward_prune_2;complex;amie;100;0.5;1;no_reasoner;[37.917592191696166, 10.25257330771383];[2.578, 0.0002];[0.0143, 0.0004];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6062, 0.0084];[0.3457, 0.0139];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3625, 0.0015];[0.2108, 0.003];[0.5142, 0.0];[0.6683, 0.0061];[0.5911, 0.0097];[0.6823, 0.0143];[0.5884, 0.0075];[0.5161, 0.0072];[0.5702, 0.0104]
pharmkg_supersmall;backward_prune_2;complex;amie;100;0.5;1;sbr;[100.27044658660888, 7.719112174961554];[0.0761, 0.0044];[0.0417, 0.0021];[0.1105, 0.0071];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9983, 0.0009];[0.9967, 0.0016];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.129, 0.0047];[0.1366, 0.0047];[0.1214, 0.0047];[0.7089, 0.0052];[0.6185, 0.0097];[0.746, 0.0161];[0.7532, 0.0059];[0.6677, 0.0107];[0.8, 0.0048]
pharmkg_supersmall;backward_prune_2;complex;amie;100;0.5;1;rnm;[110.90248861312867, 7.733778922438927];[0.032, 0.0014];[0.0161, 0.0009];[0.0478, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1783, 0.0058];[0.1901, 0.005];[0.1665, 0.0067];[0.6813, 0.0077];[0.6016, 0.0106];[0.7056, 0.0122];[0.7217, 0.0096];[0.629, 0.0133];[0.7726, 0.007]
pharmkg_supersmall;backward_prune_2;complex;amie;100;0.5;1;dcr;[451.46867604255675, 5.787936317386634];[1.1063, 0.0199];[0.4377, 0.0224];[0.7681, 0.0182];[0.9655, 0.0042];[0.9333, 0.0085];[1.0, 0.0];[0.9223, 0.0056];[0.851, 0.0109];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.8863, 0.0098];[0.3239, 0.0058];[0.3922, 0.0083];[0.7452, 0.0081];[0.6355, 0.0146];[0.8137, 0.0112];[0.7327, 0.0144];[0.6161, 0.0212];[0.8105, 0.0169]
pharmkg_supersmall;backward_prune_2;complex;amie;100;0.5;1;r2n;[208.78781938552856, 13.888951790266885];[0.0157, 0.0005];[0.0167, 0.0007];[0.0148, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1979, 0.0127];[0.1876, 0.0124];[0.2082, 0.0138];[0.6827, 0.0109];[0.6008, 0.0122];[0.7056, 0.0153];[0.6785, 0.0126];[0.5976, 0.0176];[0.7, 0.0146]
pharmkg_supersmall;backward_2;complex;amie;100;0.5;1;no_reasoner;[36.50716938972473, 5.663591489451525];[2.578, 0.0002];[0.0144, 0.0004];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6062, 0.0084];[0.3457, 0.0139];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3595, 0.0059];[0.2048, 0.0118];[0.5142, 0.0];[0.6684, 0.0103];[0.5911, 0.0146];[0.6855, 0.0122];[0.5884, 0.0075];[0.5161, 0.0072];[0.5702, 0.0104]
pharmkg_supersmall;backward_2;complex;amie;100;0.5;1;sbr;[106.61382875442504, 6.492047684346977];[0.0836, 0.0046];[0.0466, 0.0036];[0.1205, 0.0057];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.9984, 0.0005];[0.9965, 0.0014];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1182, 0.0057];[0.1248, 0.0059];[0.1116, 0.0057];[0.7235, 0.0067];[0.6242, 0.0078];[0.7855, 0.01];[0.7677, 0.0084];[0.6742, 0.0118];[0.8282, 0.0132]
pharmkg_supersmall;backward_2;complex;amie;100;0.5;1;rnm;[119.81983742713928, 6.482423472022138];[0.0343, 0.0013];[0.018, 0.0005];[0.0507, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1594, 0.0126];[0.1694, 0.0125];[0.1495, 0.0128];[0.6946, 0.011];[0.6, 0.016];[0.7387, 0.0176];[0.7382, 0.009];[0.6379, 0.0115];[0.7976, 0.0156]
